0	2.49333
1	2.49333
2	2.49333
3	2.49333
4	2.49333
5	2.49333
6	2.90667
7	2.90667
8	2.90667
9	2.93333
10	2.93333
11	2.93333
12	2.93333
13	2.97333
14	3.22667
15	3.22667
16	3.22667
17	3.22667
18	3.65333
19	3.65333
20	3.65333
21	3.8
22	3.8
23	3.8
24	3.8
25	3.8
26	4.01333
27	4.18667
28	4.46667
29	4.52
30	4.52
31	4.52
32	4.52
33	4.52
34	4.52
35	4.52
36	4.52
37	4.52
38	4.85333
39	4.85333
40	6.2
41	6.2
42	6.2
43	6.2
44	6.2
45	6.2
46	6.2
47	6.2
48	6.2
49	6.2
50	6.2
51	7.12
52	8.17333
53	8.17333
54	8.17333
55	8.17333
56	8.17333
57	8.17333
58	8.17333
59	8.17333
60	8.17333
61	8.17333
62	8.17333
63	8.17333
64	8.17333
65	8.90667
66	8.90667
67	8.90667
68	8.90667
69	9.66667
70	9.66667
71	9.66667
72	9.66667
73	9.66667
74	9.66667
75	9.66667
76	9.66667
77	9.66667
78	9.66667
79	9.66667
80	9.69333
81	9.69333
82	9.69333
83	9.69333
84	9.69333
85	9.69333
86	9.69333
87	9.69333
88	9.69333
89	9.69333
90	10.4533
91	10.4533
92	10.4533
93	10.4533
94	10.4533
95	10.4533
96	10.7867
97	10.7867
98	10.7867
99	10.7867
100	10.7867
101	11.16
102	11.16
103	11.16
104	11.16
105	11.16
106	12.12
107	12.12
108	12.12
109	12.12
110	12.12
111	12.12
112	12.12
113	12.12
114	12.12
115	12.12
116	12.12
117	12.12
118	12.12
119	12.12
120	12.12
121	12.12
122	12.12
123	12.12
124	12.12
125	12.12
126	12.12
127	12.12
128	12.12
129	12.12
130	12.12
131	12.12
132	12.12
133	12.12
134	12.12
135	12.12
136	12.12
137	12.12
138	12.12
139	12.12
140	12.12
141	12.12
142	12.12
143	12.12
144	12.9867
145	12.9867
146	12.9867
147	12.9867
148	12.9867
149	12.9867
150	12.9867
151	12.9867
152	12.9867
153	12.9867
154	12.9867
155	12.9867
156	12.9867
157	12.9867
158	12.9867
159	12.9867
160	12.9867
161	12.9867
162	12.9867
163	12.9867
164	12.9867
165	13.5067
166	13.5067
167	13.5067
168	13.5067
169	13.5067
170	13.5067
171	13.5067
172	13.5067
173	13.5067
174	13.5733
175	13.5733
176	13.5733
177	13.5733
178	13.5733
179	13.5733
180	13.5733
181	13.5733
182	13.5733
183	13.5733
184	13.5733
185	13.5733
186	13.5733
187	13.5733
188	13.5733
189	13.5733
190	13.5733
191	13.5733
192	13.5733
193	13.5733
194	13.5733
195	13.5733
196	13.5733
197	13.68
198	13.68
199	13.68
200	13.68
201	13.68
202	13.68
203	13.68
204	13.68
205	13.68
206	13.68
207	13.68
208	13.68
209	13.68
210	13.68
211	13.68
212	13.76
213	13.76
214	13.76
215	13.76
216	13.76
217	13.76
218	13.76
219	13.76
220	13.76
221	13.76
222	13.76
223	13.76
224	13.76
225	13.76
226	13.76
227	13.76
228	13.76
229	13.76
230	13.76
231	13.76
232	13.76
233	13.76
234	13.76
235	13.76
236	13.76
237	13.76
238	13.76
239	13.76
240	13.76
241	13.76
242	13.76
243	13.76
244	13.76
245	13.76
246	13.76
247	13.76
248	13.76
249	13.76
250	13.76
251	13.76
252	13.76
253	13.76
254	13.76
255	13.76
256	14
257	14
258	14
259	14
260	14.4133
261	14.4133
262	14.4133
263	14.4133
264	14.4133
265	14.4133
266	14.4133
267	14.4133
268	14.4133
269	14.4133
270	14.4133
271	14.4133
272	14.4133
273	14.4133
274	14.4133
275	14.4133
276	14.4133
277	14.4133
278	14.4133
279	14.4133
280	14.4133
281	14.4133
282	14.4133
283	14.4133
284	14.4133
285	14.4133
286	14.4133
287	14.4133
288	14.4133
289	14.4133
290	14.4133
291	14.4133
292	14.4133
293	14.4133
294	14.4133
295	14.4133
296	14.4133
297	14.4133
298	14.4133
299	14.4133
300	14.4133
301	14.4133
302	14.4133
303	14.4133
304	14.4133
305	14.4133
306	14.4133
307	14.4133
308	14.4133
309	14.4133
310	14.4133
311	14.4133
312	14.4133
313	14.4133
314	14.4133
315	14.4133
316	15.3467
317	15.3467
318	15.3467
319	15.3467
320	15.3467
321	15.3467
322	15.3467
323	15.3467
324	15.3467
325	15.3467
326	15.3467
327	15.3467
328	15.3467
329	15.3467
330	15.3467
331	15.3467
332	15.3467
333	15.3467
334	15.3467
335	15.3467
336	15.3467
337	15.3467
338	15.3467
339	15.3467
340	15.3467
341	15.3467
342	15.3467
343	15.3467
344	15.3467
345	15.3467
346	15.3467
347	15.3467
348	15.3467
349	15.3467
350	15.3467
351	15.3467
352	15.3467
353	15.3467
354	15.3467
355	15.3467
356	15.3467
357	15.3467
358	15.3467
359	15.3467
360	15.3467
361	15.3467
362	15.3467
363	15.3467
364	15.3467
365	15.3467
366	15.3467
367	15.3467
368	15.3467
369	15.3467
370	15.3467
371	15.3467
372	15.3467
373	15.3467
374	15.3467
375	15.3467
376	15.3467
377	15.3467
378	15.3467
379	15.3467
380	15.3467
381	15.3467
382	15.3467
383	15.3467
384	15.3467
385	15.3467
386	15.3467
387	15.3467
388	15.3467
389	15.3467
390	15.3467
391	15.3467
392	15.3467
393	15.3467
394	15.3467
395	15.3467
396	15.3467
397	15.3467
398	15.3467
399	15.3467
400	15.3467
401	15.3467
402	15.3467
403	15.3467
404	15.3467
405	15.3467
406	15.3467
407	15.3467
408	15.3467
409	15.3467
410	15.3467
411	15.3467
412	15.3467
413	15.3467
414	15.3467
415	15.3467
416	15.3467
417	15.3467
418	15.3467
419	15.3467
420	15.3467
421	15.3467
422	15.3467
423	15.3467
424	15.3467
425	15.3467
426	15.3467
427	15.3467
428	15.3467
429	15.3467
430	15.3467
431	15.3467
432	15.3467
433	15.3467
434	15.3467
435	15.3467
436	15.3467
437	15.3467
438	15.3467
439	15.3467
440	15.3467
441	15.3467
442	15.3467
443	15.3467
444	15.3467
445	15.6
446	15.6
447	15.6
448	15.6
449	15.6
450	15.6
451	15.6
452	15.6
453	15.6
454	15.6
455	15.6
456	15.6
457	15.6
458	15.6
459	15.6
460	15.6
461	15.6
462	15.6
463	15.6
464	15.6
465	15.6
466	15.6
467	15.6
468	15.6
469	15.6
470	15.6
471	15.6
472	15.6
473	15.6
474	15.6
475	15.6
476	15.6
477	15.6
478	15.6
479	15.6
480	15.6
481	15.6
482	15.6
483	15.6
484	15.6
485	15.6
486	15.6
487	15.8267
488	15.8267
489	15.8267
490	15.8267
491	15.8267
492	15.8267
493	15.8267
494	15.8267
495	15.8267
496	15.8267
497	15.8267
498	15.8267
499	15.8267
500	15.8267
